"accessno","author"
"0000008327","pascal's, francine"
"0000008328","stine,r.l"
"0000008329","stine,r.l"
"0000008330","stine.r.l"
"0000008331","stine,r.l"
"0000008332","stine,r.l"
"0000008335","stine,r.l"
"0000008337","stine,r.l"
"0000008338","STINE,R.L"
"0000008339","DON,EUGENE"
"0000008340","MONTGOMERY,R.A"
"0000008341","dickens,charles"
"0000008342","sperry,armstrong"
"0000008343","arnim,elizabeth von"
"0000008344","stoker,bram"
"0000008345","tey, josephine"
"0000008346","chisholm,richard"
"0000008347","francis,dick"
"0000008348","dickens,charles"
"0000008349","prescott,richard"
"0000008350","steinbeck,john"
"0000008351","stine.r.l"
"0000008352","stine,r.l"
"0000008353","stine,r.l"
"0000008354","blyton,grid"
"0000008355","stine,r.l"
"0000008356","stine,r.l"
"0000008357","NIXON,JOAN LOWERY"
"0000008358","BRECKON, CLAIRE"
"0000008360","hardy,thomas"
"0000008361","vail,rachel"
"0000008371","Goldberg, David E."
"0000008373","Sova, Dawn  B."
"0000008374","Hangreaves, Georgina, Illus."
"0000008375","Blyton, Enid"
"0000008375","Cloke, Rene Illus."
"0000008376","Blyton, Enid"
"0000008376","Hamilton, Dorothy Illus.,"
"0000000138","Blyton, Enid"
"0000008377","Blackman, Leslie., Illus."
"0000008378","Blyton, Enid"
"0000008378","Hamilton, Dorothy"
"0000008379","Deitel, H.M."
"0000008379","Deitel, P.  J."
"0000008380","Deitel, H.M."
"0000008380","Deitel, P.J."
"0000008381","Podlin, Sharon J."
"0000008381","Palmer, Pamela"
"0000008382","Blyton, Enid"
"0000008382","Bradley, Maureen"
"0000008383","Christy, Geraldine"
"0000008384","Blyton, Enid"
"0000008384","Bradley, Maureen Illus."
"0000008385","Jocano, F. Landa"
"0000008386","Sabio, Maurice Checa"
"0000008387","Santos, Vito C."
"0000008388","Villaroel, Fidel O.P."
"0000008389","Ed. by Shaw, Angel Vealsco"
"0000008389","Francia, Luis H."
"0000008390","Lazaro, Isagani R."
"0000008391","Van, Pelt Nancy"
"0000008392","Van Pelt, Nancy"
"0000008393","Heyman, Patricia A."
"0000008394","Ed., by Jarrett, Andrew Kerr"
"0000008395","Tangherlini, Anne"
"0000008396","Ladion, Herminia de Guzman"
"0000008397","Lofting, Hugh"
"0000008398","Langton, Jane"
"0000008398","Blegvad, Eric"
"0000008399","Biro, Val"
"0000008399","Biro, Val"
"0000008401","Marquiz, Bessie L."
"0000008401","Jorgensen, Carol H."
"0000008402","Miller, Gerald R."
"0000008404","Mc Kenna, Colleen O' Shangbnessy"
"0000008405","McGann, Thomas F."
"0000008406","Mc Inerny, Ralph"
"0000008407","Ashlock, Dr. Robert B."
"0000008408","Miranda, Gregorio S."
"0000008409","Orteza, Evelina M."
"0000008410","Miranda, Evelina Orteza M."
"0000008411","Moise, Edwin E."
"0000008412","Mondon, Louis"
"0000008413","Montemayor, Felix M."
"0000008414","Montfort, St. Louis De"
"0000008415","Montgomery, Carla W."
"0000008416","Moran, Mary Ross"
"0000008417","Morgan, Fred"
"0000008418","Murphy, John J. 1960"
"0000008420","Meagher, Robert E."
"0000008420","Barrett, Geissler"
"0000008421","Mason, Van Wyck"
"0000008422","Marsok, Leonard M."
"0000008424","Martin, Garry"
"0000008424","Pear, Joseph"
"0000008425","Marshall, Max S."
"0000008426","Colonna, Marian Maricon"
"0000008427","Irwin Edman"
"0000008428","Macmillan, Bill"
"0000008428","Gordon Fell"
"0000008429","Maloney, George A., S.J."
"0000008430","Mace, C.A"
"0000008432","Miller, Roger Le Roy"
"0000008433","Miller, Roger Le Roy"
"0000008434","Miller, Roger Le Roy"
"0000008435","Navarro, Rosita L."
"0000008435","Cruz, Amelita A."
"0000008435","Tovera, David G."
"0000008435","Lucido, Paz T."
"0000008436","Nocon, Ferdinand P."
"0000008436","Torrecampo, Joel T."
"0000008436","Torrecampo, Loreta B."
"0000008438","Nocon, Ferdinand P."
"0000008438","Torrescampo Joel T."
"0000008439","Nocon, Ferdinand P."
"0000008439","Torrecampo Joel T."
"0000008439","Daguia Wilfredo B."
"0000008439","Ofrasio Edna C."
"0000008440","Nocon, Ferdinand P."
"0000008440","Torrecampo Joel T."
"0000008440","Daguia, Wilfredo  B."
"0000008440","Ofrasio, Edna C."
"0000008441","Noer, David M., Date"
"0000008442","Nolledo, Jose N."
"0000008446","Marty , Martin E."
"0000008446","Peerman, Dean ."
"0000008447","Masty, Martin E."
"0000008447","Peerman Dean G."
"0000008448","NewMyer, Joseph, Jr."
"0000008448","Klentos,  Gus"
"0000008449","Pulliam, Jolynn"
"0000008455","O'keefe, Mark"
"0000008456","O'Neill,Eugene"
"0000008457","Oriondo,Leonora Loyola"
"0000008457","Dallo Eleanor Antonio M."
"0000008458","Ornstein, Allan C."
"0000008459","Ortiz, Ma. Aurora Reyes"
"0000008459","Leyba, Ma. Aurora Aldana"
"0000008459","Calaguian, Ma. Concepcion Abuyuan"
"0000008460","Pace,  Wayne R."
"0000008460","Peterson, Brent D."
"0000008460","Burnett, M. Dallas"
"0000008461","Pagosa, Cristobal M."
"0000008461","Dinio, Rosemary P."
"0000008461","Villasis, George A."
"0000008462","Palmer, Claude Irwin"
"0000008462","Bibb,Samuel Fletcher"
"0000008463","Papa, Nenita Porciuncula"
"0000008464","Patterson, Gerald R."
"0000008465","Papanek, Victor"
"0000008466","Pauk, Walter"
"0000008466","Fiore, John"
"0000008467","Pascasio, Emy M."
"0000008468","Peterson, Ivars"
"0000008469","Peterson, Ivars"
"0000008469","Henderson, Nancy"
"0000008470","Peterson, Thurman S."
"0000008471","Peterson, Thurman Stewart"
"0000008471","Hobby, Charles"
"0000008472","Pilch, John J."
"0000008473","Pinter, Harold"
"0000008474","Lee, Edward N."
"0000008474","Mandelbaum, Maurice"
"0000008476","Pobre Cesar P."
"0000008477","Minton, Arthur J."
"0000008477","Shipka Thomas A."
"0000008480","Plate, Joan Kelly"
"0000008480","Patton, Volz Ruth"
"0000008481","Platt, Rutherford"
"0000008481","Teale, Edwin Way"
"0000008482","Plummer, Charles C."
"0000008483","Popham,  James W."
"0000008483","Baker, Eva L."
"0000008484","Popham, James W."
"0000008485","Poblete, Milagros P."
"0000008486","Price, Anthony"
"0000008487","Price, Jack"
"0000008487","Rath, James"
"0000008488","Progoff, Ira"
"0000008489","Queen, Ellery"
"0000008490","Quirino, Demetrio A."
"0000008490","Mijares Jose M."
"0000008491","Quito, Emerita S."
"0000008492","Raas, Bernhard"
"0000008493","Rabenstein, Albert L."
"0000008494","Raimes, Ann"
"0000008496","Ramos"
"0000008497","Ramos, Carmen M."
"0000008497","Sanchez, Amelia C."
"0000008498","Rampa,  Losbang"
"0000008498","Theobald, Tessa"
"0000008499","Ramsey, Marjorie E."
"0000008499","Boyless Kathleen M."
"0000008500","Randall, Clarence B."
"0000008501","Ranny, Austin"
"0000008502","Randel, Judith"
"0000008502","Guzman, Tony"
"0000008502","Ewing, Deborah"
"0000008503","Reiser, William E. S. J."
"0000008504","Religioso, Teresita F."
"0000008504","Vengco, Lilia G."
"0000008505","Reyes, Edgardo A."
"0000008506","Jasinowski Jerry"
"0000008507","Ritter, Bob"
"0000008508","Rivlin, Alice M."
"0000008509","Romero, Perlita P."
"0000008509","Pacelli Engenio S."
"0000008510","Rose, Jerry D."
"0000008511","Ryan, Cornelius"
"0000008512","Slann, Martin W."
"0000008513","Squire, Peverill"
"0000008513","Lindsay, James"
"0000008513","Covington, Cary"
"0000008513","Smith Eric R.A. N."
"0000008514","Schlehofer, Jo"
"0000008515","Steinberg, Laurence D.,"
"0000008516","Schellenberg, James A.,"
"0000008517","Stern, Daniel N."
"0000008521","Salk, Lee"
"0000008521","Kramer, Rita"
"0000008523","Salk, Jonas Edward"
"0000008524","Salandanan, Gloris G."
"0000008525","Seidl, Jennifer"
"0000008525","Mc Mordie, W."
"0000008526","Shimamura, Yukihiro"
"0000008527","Starr, Cecie"
"0000008528","Strauss, Eric"
"0000008529","Salcedo, Lucilla L."
"0000008530","Steinbeck, John"
"0000008531","Steinbeck, John"
"0000008532","Stevens, R. T."
"0000008533","Stockton, Frank"
"0000008534","Sleator, William"
"0000008535","Schiller, Bradley R."
"0000008536","Spring, Joel H."
"0000008538","Diessner, Rhett"
"0000008538","Simons, Stacy"
"0000008539","Siruno, Rufino S."
"0000008539","Siruno, Edgar V."
"0000008541","Smith, Stanley A."
"0000008541","Charles, Randall"
"0000008541","Dossey, John"
"0000008541","Bittinger, Marvin"
"0000008545","Smith, Stanley A."
"0000008545","Randall, Charles I."
"0000008545","Dossey, John A."
"0000008545","Bittinger Marvin L."
"0000008546","Suarez, Rolando A."
"0000008547","Spain, Barry"
"0000008560","Mc Clymont, Christine"
"0000008560","Stone, Don"
"0000008560","Jeroski, Sharon"
"0000008561","Slate, Sam J."
"0000008562","Hunt, Chester L."
"0000008562","Espiriture, Socorro"
"0000008563","Soule, George"
"0000000000","Leithold< Louis"
"0000000000","Paterno, Ma. Elena"
"0000008579","Sinnott, Edmund W."
"0000008580","    Seeley, Cathy L."
"0000008580","Seeley, Cathy L."
"0000008580","Alcala, Barbara"
"0000008581","Seeman, Bernard"
"0000008582","Serling, Robert J."
"0000008583","Stumbo, Bella"
"0000008584","St. James, James D."
"0000008585","Sidel,Ruth"
"0000008586","Sobel, Max A."
"0000008587","Shaw, William H."
"0000008588","Sheed, Francis Joseph"
"0000008589","Shea, John"
"0000008590","Shea, John"
"0000008592","Shagan, Steve"
"0000008593","Shakespeare, William"
"0000008594","Hoston Patricia"
"0000008594","Werwu, Eric"
"0000008596","Shakespeare, William"
"0000008597","Shakespeare, William"
"0000008599","Schutz, William C."
"0000008600","Sauco,Consolacion P."
"0000008600","Papa Nenita P."
"0000008600","Mamuzac Zenaida C."
"0000008601","Sanchez, Custodiosa A."
"0000008601","Agpaoa Fe B."
"0000008602","Sanders, Lawrence"
"0000008603","Sadker, Myra Pollack"
"0000008603","Jadker, David Miller"
"0000008606","Safire, William"
"0000008607","Salamat, Lorina G."
"0000008607","Sta. Maria Antonina C."
"0000008607","Sevilla, Merlyn R."
"0000008610","Salandanan, Gloria G."
"0000008611","Salita, Domingo C."
"0000008612","Salvatore, Dominick"
"0000008613","San Mateo, Rosalinda A."
"0000008613","Tangco, Maura G."
"0000008614","Samuelson, Paul Anthony"
"0000008614","Nordhaus, William"
"0000008615","Sarason, Seymous B."
"0000008615","Lorentz, Elizabeth M."
"0000008617","Samano, Angelita Venus"
"0000008618","Santiago, Aurora L."
"0000008618","Fenequito, Lilia C."
"0000008618","Valenzuela Socorro T."
"0000008619","Socialis Sollicitudo Rei"
"0000008620","Sharp, Marilyn"
"0000008621","Tobey, John"
"0000008621","Slater, Jeffrey"
"0000008622","Shusterman, Neal"
"0000008623","Shostak, Jerome"
"0000008624","Gbadegesin, Jegun"
"0000008624","Ladner, Joyce"
"0000008625","Tranquillus, Suetonius C."
"0000008626","Sanction, Eiger"
"0000008627","Turgenev, Ivan"
"0000008628","Tolstoy, Leo"
"0000008629","Tria, Geraldine E."
"0000008630","Tan, Gerald Dizon"
"0000008631","Tryfos, Peter"
"0000008632","Nocon, Frdinand P."
"0000008633","Harlow Shapley"
"0000008634","Tillery, Bill W."
"0000008635","Torres, Herminia D."
"0000008637","Tulio, Doris D."
"0000008639","Thomas Aquinas, Saint"
"0000008640","Turner, Wayne A.,"
"0000008641","Trefil, James"
"0000008642","Gmelch, George"
"0000008642","Zennes, Walter"
"0000008643","Webb, Eugene J."
"0000008644","Vargo, Edward P."
"0000008645","Villegas, Bernardo M."
"0000008646","Vance, Elbridge P."
"0000008647","Valdez, Ma. Socorro D."
"0000008648","Considine Douglas M."
"0000008648","Considine Glenn D."
"0000008649","Villanueva, Perla M."
"0000008650","Villamin, Araceli M."
"0000008651","Viviano, Pauline A.,"
"0000008652","Webber, Harry"
"0000008653","Woodhouse, Mark V."
"0000008654","Williams, Beryl"
"0000008655","Wiindeatt, Mary Fabyan"
"0000008656","White, Alan T."
"0000008657","Weisz, Paul B."
"0000008658","Wilkinson, Earl K."
"0000008659","Walpole, Ronald E."
"0000008660","Wilson, Colin"
"0000008661","Williams, Brian K."
"0000008661","Sawyer, Stacey C."
"0000008661","Hutchinson, Sarah E."
"0000008662","Wostyn, Lode L."
"0000008664","Wostyn, Lode L."
"0000008665","Yojiro, Hirai"
"0000008671","Yoingco,Angel Q."
"0000008671","Gragasin, Jose V."
"0000008671","Robles Eliodoro G."
"0000008672","Youse, Bevan K."
"0000008672","Atalnaker,n Askford W."
"0000008673","Zaide, Sonia M."
"0000008674","Zulueta, Francisco M."
"0000008675","Zilonka, Rev. Paul"
"0000008676","Zimmy, George H."
"0000008677","Andres, Tomas Q D."
"0000008678","Acelajado, Maxima J."
"0000008678","Panopio Felix M."
"0000008679","Allen, Warren W."
"0000008679","Klooster, Dale H."
"0000008680","Ingram, Robert W."
"0000008681","Azanza, Patrick Alain"
"0000008682","Alcantara, Rebecca D."
"0000008682","Cabanilla, Josefina Q."
"0000008682","Casambre, Alejandro J."
"0000008683","Aquino, Francisca R."
"0000008694","Andres, Tomas D."
"0000008695","Andres, Tomas D."
"0000008696","Arrogante, Jose A."
"0000008699","Anthony, Robert Newton"
"0000008699","Reece, James S."
"0000008699","Hertenstein Julie H."
"0000008700","Agoncillo, Teodoro A."
"0000008701","Agoncillo, Teodoro A."
"0000008702","Agoncillo, Teodoro A."
"0000008703","Alcantara, Rebecca D."
"0000008704","Ortiz, Ma. Aurora R."
"0000008704","Guillermo, Alice G."
"0000008704","Enestan, Teresita E."
"0000008705","Alessandra, Tony"
"0000008706","Abasolo, Pacita Arguelles"
"0000008707","Andres, Tomas D."
"0000008710","Andres, Tomas D."
"0000008711","Aldridge. John W."
"0000008712","Armstrong, Charlotte"
"0000008713","Armstrong, Charlotte"
"0000008714","Allison, Alexander Ward"
"0000008715","Adams, Robert Martin"
"0000008718","Blanchard, Kenneth H."
"0000008719","Bateman, Andrew"
"0000008719","Stephen, Lain"
"0000008720","Banks, Alan"
"0000008720","Giliberti, John"
"0000008721","Brown, Robert Dean"
"0000008722","Ballda, Win Lu"
"0000008723","Hughes, Martin"
"0000008723","Keynes, Milo"
"0000008724","Baron, Ellen Jo"
"0000008724","Peterson, Lance R."
"0000008724","Finegold Sydney M."
"0000008725","Buchler, Soledad B."
"0000008726","Gutierrez, H."
"0000008726","Pura, Jose M."
"0000008726","Garcia, Rolando M."
"0000008727","Buensuceso, Tereta Suarez"
"0000008727","Espiritu, Jose Dakila"
"0000008728","Barfield, Jesse T."
"0000008728","Reiborn, Cecily A."
"0000008728","Kinney, Michael R."
"0000008729","Beaty, David"
"0000008730","Bond, Larry"
"0000008731","Barth, John"
"0000008733","Bloom, Harold"
"0000008745","Muscatine, Charles"
"0000008745","Griffith, Marlene"
"0000008746","Corpuz, Crispina R."
"0000008747","Farmer, Marjorie"
"0000008756","Clouse, Barbara Fine"
"0000008757","Barbara Webster"
"0000008758","Cavanangh, Arthur"
"0000008759","Chesterton, G.K."
"0000008760","Crane, Milton"
"0000008761","Chifford, Francis"
"0000008762","Corrigan, Robert W."
"0000008763","Carillo, Josefina L."
"0000008765","Ed., by Manguerra, Cecilia B."
"0000008766","Farndon, John"
"0000008767","Farndon, John"
"0000008768","Farndon, John"
"0000008769","Farndon, John"
"0000008770","Farndon, John"
"0000008771","Farndon, John"
"0000008772","Farndon, John"
"0000008773","Sercombe, Andrew"
"0000008774","Johns, Michael-Anne"
"0000008775","Schelesinger, Hank"
"0000008776","Shepherd, Linda Evans"
"0000008777","Swindoll, Charles R."
"0000008779","Comp. by Kirking, Cheryl"
"0000008780","Walker, Richard"
"0000008782","Armstrong, Thomas"
"0000008783","Savitch, Walter"
"0000008785","Farndon, John"
"0000008787","DeCoste, Donald J."
"0000008787","Zumdahl, Steven S."
"0000008788","McWhirter's, Norris"
"0000008789","Zumdahl, Stephen S."
"0000008790","Hall, James F."
"0000008791","Malik, D.S."
"0000008794","Arcellana, Francisco, 1916-2002"
"0000008794","Ed. by Florentino, Alberto S."
"0000008795","Yin, Robert"
"0000008796","Gonzalez, Gene R."
"0000008796","Gonzalez, Andrew"
"0000008797","Fernandez, Doreen G."
"0000008798","Reyes, Elizabeth V."
"0000008798","Calderon, Melvyn P."
"0000008798","Yabao, Sonny"
"0000008799","Alegre, Edilberto N."
"0000008799","Fernandez, Doreen G."
"0000008800","Tan, Susie L."
"0000008801","Kroger, Daniel"
"0000008802","Rubin, Ligaya Tiamson"
"0000008802","Cassanova, Arthur P."
"0000008803","Dizon, Joyce G."
"0000008804","Lee, Ricardo"
"0000008804","Garcia, Fannny"
"0000008804","Lao, Armando"
"0000008805","Timbreza,Florentino T."
"0000008806","Alejandro,Reynaldo G."
"0000008806","Gana,Amanda Abad"
"0000008807","Paterno,Maria Elena P."
"0000008807","Oshima,Neal"
"0000008808","re and ecology."
"0000008809","Montinola,Lourdes R."
"0000008810","Tiongson Nicanor G."
"0000008811","Alejandro,Reynaldo G."
"0000008811","Hermano,Josephine L."
"0000008812","Trono,Gavino C., Jr."
"0000008813","Fernando,Gilda Cordero"
"0000008813","Zialcita, Fernando N."
"0000008813","Yamsuan,Noli l.,Jr."
"0000008814","Maniego,Gianna"
"0000008815","Merriam-Webster,Inc."
"0000008816","De La Bedoyere,Camilla"
"0000008816","Bedoyere,Guy de la"
"0000008820","Albee,Sarah"
"0000008820","Suvanson,Maggie"
"0000008821","Titlebaum,Ellen"
"0000008822","Lapus,clarita Reyes"
"0000008823","Coronel,Sheila S."
"0000008827","Cy De Cosse Incorporated"
"0000008828","Esto, Rey"
"0000008829","Alba,Rene"
"0000008830","Marks,Alan"
"0000008831","Daoana,Carlomar Arcangel"
"0000008832","Lumbera,Bienvenido"
"0000008832","Lumbera,Cynthia N."
"0000008833","Madulid,Domingo A."
"0000008834","Madulid,Domingo A."
"0000008835","World almanac"
"0000008836","Encyclopaedia britannica"
"0000008837","Jose,Rosario L."
"0000008838","Cruz,Andres Cristobal"
"0000008839","Arceo,Liwayway A."
"0000008840","Lingat,Rosario De Gugman"
"0000008841","Regalado,Inigo Ed."
"0000008842","Arceo,Liwayway A."
"0000008864","Sayas,Magdalena C."
"0000008865","Alba,Rene"
"0000008866","Alba,Rene"
"0000008867","Antonio,Lilia F."
"0000008867","Rubin,Ligaya Tiamson"
"0000008867","Yu,Rosario T."
"0000008868","Regalado,Inigo Ed."
"0000008870","Rovero,Rene Fiesta"
"0000008871","Batubalani,A.M."
"0000008872","Batacan,F.H"
"0000008873","Abad,Gemino H."
"0000008874","De Guzman,Mes"
"0000008875","Yuson,Alfred"
"0000008876","Dalisay, Jose Y. ,Jr."
"0000008877","Lacaba,Jose F."
"0000008878","Williams, Brian"
"0000008879","Kerrod,Robin"
"0000008879","Madgwick,Wendy"
"0000008879","Reed,Sarah"
"0000008879","Collins,Fergus"
"0000008879","Brooks.Philip"
"0000008880","Farndon,John"
"0000008881","Farndon,John"
"0000008882","Matthews,Rupert"
"0000008882","Legg,Gerald"
"0000008882","Batterfield"
"0000008883","Cato,Sheila"
"0000008883","Sweeten,Sami,ill."
"0000008884","Cato,Sheila"
"0000008884","Sweeten,Sami,ill."
"0000008885","Cato,Sheila"
"0000008885","Sweeten,Sami,ill."
"0000008886","Cato,Sheila"
"0000008886","Sweeten,Sami,ill."
"0000008891","Lacey,Sue"
"0000008892","Richard,Joh"
"0000008893","Peschke,Kart H.,SVD"
"0000008894","Calderon,Jose F."
"0000008895","Cultural center of the phil."
"0000008896","Aquino,Fe Ongchangco"
"0000008898","Cari得,Isidro D."
"0000008899","Cari得, Isidro D."
"0000008900","Cari得,Isidro D."
"0000008901","Gevaert,Francis,CICM"
"0000008902","Acheson,Keith A.,1925-"
"0000008902","Gall,Meredith D.,1942-"
"0000008903","Ruetten,Mary K."
"0000008904","Harbin,Robert,1999-"
"0000008905","Aquino,Francisca Reyes"
"0000008906","Capon ,Robin"
"0000008907","Aquino,Francisca Reyes"
"0000008908","Tan,Emma R."
"0000008909","Cruz,Isagani R."
"0000008911","Macaraig,Milagros B."
"0000008912","Trillana,Pablo S. III"
"0000008913","Forlini,Gary"
"0000008913","Baver,Mary Beth"
"0000008913","Biener,Lawrence"
"0000008913","Capro,Linda"
"0000008914","Readhead,Llyod"
"0000008914","Ward,Catherine,ill."
"0000008915","Farndon,JOHN"
"0000008916","Farndon,John"
"0000008917","Farndon,John"
"0000008918","Farndon,John"
"0000008919","Farndon,John"
"0000008920","Farndon,John"
"0000008921","Farndon,John"
"0000008922","Farndon,John"
"0000008923","Farndon,John"
"0000008924","Rees,Robin"
"0000008925","Sullivan,Norman"
"0000008926","Carter,Philip"
"0000008926","Bray,John"
"0000008927","Burnham, Gracia"
"0000008927","Merrill, Dean"
"0000008928","Carandang,Ma.Lourdes A."
"0000008928","Nisperos,Ma.Kathleen Bernadette"
"0000008929","Warner, Penny"
"0000008930","Pappas,Theodore"
"0000008932","Platt,Richard"
"0000008933","Mason ,Antony"
"0000008934","Pierre,Michel"
"0000008936","Stace, Alexa"
"0000008937","Furniss, Tim"
"0000008939","Israel,Elaine"
"0000008940","Smith , Alexander Gordon"
"0000008941","Storey,Pam.,illus."
"0000008942","Eldin,Peter"
"0000008943","Forty,Jacky"
"0000008944","Jamieson,Edward ed."
"0000008945","Larkin,Colin"
"0000008946","Giff,Patricia Reilly"
"0000008947","Middlemiss, Frisca"
"0000008948","Paker, Steve"
"0000008948","Lafferty, Peter"
"0000008948","Setfort, Steve"
"0000008949","Spurgeon, Maureen"
"0000008950","Day, Malcolm"
"0000008950","Woodward, Kate"
"0000008950","Steele, Philip"
"0000008951","Green, Tamara"
"0000008952","Benette, Cherie"
"0000008953","Blundell,Nigel"
"0000008954","Peschke,Karl H."
"0000008955","Stine,R.L"
"0000008956","Stine.R.L"
"0000008957","Stine,R.L"
"0000008959","Cart,Michael"
"0000008960","Brooke,Lauren"
"0000008961","MASON,Jane"
"0000008962","Rowling,J.K"
"0000008962","Grandp're,Mary"
"0000008963","Gilmour,H.B"
"0000008964","Pasimio,Renato R."
"0000008965","King,Jenny"
"0000008966","Kahayon,Alicia H."
"0000008966","Zulueta, Celia A."
"0000008967","Silverio,Julio F."
"0000008968","Dimayuga,Lou"
"0000008969","Sackville,Robert West"
"0000008969","Wells,Jo"
"0000008970","Blyton,Enid"
"0000008971","Blyton,Enid"
"0000008972","Barrows,Clayton W."
"0000008973","Davies,Tony"
"0000008974","Acheson,Keith A., 1925-"
"0000008975","Blyton,Enid"
"0000008976","Blyton,Enid"
"0000008977","Blyton,Enid"
"0000008978","Blyton Enid"
"0000008978","Hamilton,Dorothy"
"0000008979","Blyton,ENID"
"0000008979","tAYLON,MIKE"
"0000008980","Blyton,Enid"
"0000008980","Tanner,Suzy-jane"
"0000008981","Blyton,Enid"
"0000008981","Wickham,janet"
"0000008982","Blyton,Enid"
"0000008982","Gregory,Sally"
"0000008983","Blyton,Enid"
"0000008983","Hamilton,Dorothy"
"0000008984","Blyton,ENID"
"0000008984","wynne,Dudley"
"0000008985","Blyton,Enid"
"0000008985","Downer,Maggie"
"0000008986","Blyton,Enid"
"0000008986","Wright,Colin"
"0000008987","Blyton.Enid"
"0000008987","Gregory,Sally"
"0000008988","Blyton,Enid"
"0000008988","Silcock,Sara"
"0000008989","BLYTON,ENID"
"0000008989","SMITH,Lesley"
"0000008990","Blyton,Enid"
"0000008990","Wynne,Dudley"
"0000008991","BLYTON ,Enid"
"0000008991","Smith,Leslie"
"0000008992","Blyton,Enid"
"0000008992","Hamilton,Dorothy"
"0000008994","BLYTON,ENID"
"0000008994","sILCOCK,SARA"
"0000008995","Blyton,Enid"
"0000008996","Blyton,Enid"
"0000008997","BLYTON,ENID"
"0000008998","Blyton,Enid"
"0000008999","Blyton,Enid"
"0000009000","Blyton,Enid"
"0000009001","Tolkien, J.R.R."
"0000009002","Tolkien, J. R. R."
"0000009003","Tolkien, J. R. R."
"0000009004","Tolkien, J. R. R."
"0000009005","Tolkien, J. R. R."
"0000009006","rOWLING,j.k"
"0000009007","Tolkien,J.R.R."
"0000009010","Blyton, Enid"
"0000009011","Applegate, K.A"
"0000009012","Exupery, Antoine De Saint"
"0000009013","Golding, William"
"0000009014","Flanders, Julian"
"0000009016","Aban,Benjamin B."
"0000009017","Castanida,Sherwin Prose C."
"0000009017","Nuyda ,Hazel C."
"0000009018","Doronila,Amando"
"0000009018","Abueva,Jose V."
"0000009019","Aralar,Reynaldo B."
"0000009020","Johnson,Mildred"
"0000009021","Regalado,Anita S."
"0000009022","Nolledo,Jose N."
"0000009023","Pasimio, Renato R."
"0000009024","Sia, Norma Chionglo"
"0000009025","nolledo,Jose N."
"0000009026","Samson,Helen F."
"0000009027","Arrogante,Jose A."
"0000009028","Ong,Bob"
"0000009029","Ong,Bob"
"0000009031","Golding, William"
"0000009032","Hirata, Evangeline Madrid"
"0000009033","Hirata, Evangeline Madrid"
"0000009033","Manalad, Josephine Medina"
"0000009034","Hirata, Evangeline Madrid"
"0000009034","Manalad, Josephine Medina"
"0000009035","McCombs, Barbara L."
"0000009035","Whisler, Jo Sue"
"0000009036","Champlin, Joseph M."
"0000009037","Moore, David W."
"0000009037","Hinchman, Kathleen A."
"0000009038","Van Blerkom, Dianna L."
"0000009039","Dilasser, Maurice"
"0000009040","Harpur, James"
"0000009041","Bushell, Brenda"
"0000009042","Hirata, Evangeline Madrid"
"0000009043","Hirata, Evangeline Madrid"
"0000009044","Hirata, Evangeline Madrid"
"0000009045","Hirata, Evangeline Madrid"
"0000009046","Irvin, Judith L."
"0000009047","Pitts, Robert A."
"0000009048","Stevenson, William J."
"0000009053","Pe帶florida, Arlene R."
"0000009054","Pe帶florida, Arlene R."
"0000009055","Hirata, Evangeline Madrid"
"0000009056","Hirata, Evangeline Madrid"
"0000009058","Kroeger, James H."
"0000009059","Rausch, Thomas P."
"0000009062","Casanova, Arthur"
"0000009063","Aquino, Gaudencio"
"0000009064","Esteban, Rolando"
"0000009065","Nepomuceno, Zeus"
"0000009066","Garcia, Jesusa"
"0000009067","Aquino, Gaudencio"
"0000009068","Cuasay, Pablo"
"0000009069","Santos, John F.R.L."
"0000009070","Santos, F.R.L."
"0000009071","Mendoza, Elenita"
"0000009073","Velasco, Rheno"
"0000009074","Gonzalez, Gene"
"0000009075","Laquian, Eleanor R."
"0000009076","Lorenzana, Carlos"
"0000009077","The Maya Kitchen"
"0000009078","Enomoto, Nobuyoshi"
"0000009079","Panganiban, J. Villa"
"0000009080","Nicasio, Paz N."
"0000009081","Nicasio, Paz N."
"0000009083","de la Cruz, Juan"
"0000009084","Santos, Emilino"
"0000009085","Asuncion, Ramon Jr. G."
"0000009086","Don, Eugene"
"0000009087","Kumar, Ashok"
"0000009088","Palispis, Epitacio S."
"0000009089","Feliciano, Florentino"
"0000009090","Berrill, Philip"
"0000009091","Berrill, Philip"
"0000009092","Berrill, Philip"
"0000009093","Berrill, Philip"
"0000009095","Tappenden, Curtis"
"0000009096","Borgenson, Bet"
"0000009097","Kessler, Margaret"
"0000009098","Wolf, Rachel"
"0000009099","Tate, Elizabeth"
"0000009100","Krause, Jim"
"0000009103","Harkin, Janet Quin"
"0000009106","Lacia, Ferdilyn C."
"0000009107","Aquino, Francisca Reyes"
"0000009108","Claudio, Virginia"
"0000009109","Africa, Francisco M."
"0000009110","Basilio, Faith B."
"0000009111","Bautista, Magdalena"
"0000009113","Paz, Consuelo J."
"0000009115","Ples, Benedicta"
"0000009117","Custodio, R.M."
"0000009121","Osborne, Mary Pope"
"0000009122","Osborne, Mary Pope"
"0000009123","Yolen, Jane"
"0000009124","Montgomery, L.M."
"0000009125","Keene, Carolyn"
"0000009126","Sidaway, Ian"
"0000009127","Easton, Timothy"
"0000009128","Kendall, Richard"
"0000009129","Storer, Tracy"
