"accessno","author"
"0000011309","Jardin, Lucina T."
"0000011310","Lansangan, Grace"
"0000011311","Lansangan, Grace"
"0000011312","Lalunio, Lydia"
"0000011313","Lea得, Renelita F."
"0000011314","Llamado, Librada C."
"0000011316","La Salle Greenhills"
"0000011317","Lutaos, Myrna"
"0000011318","Lutaos, Myrna"
"0000011320","Lutaos, Myrna"
"0000011321","Tamidles, Nida Santos"
"0000011322","Tamidles, Santiago O."
"0000011323","Rumusud, Aurela Botanes"
"0000011324","Ansay, Rolando A."
"0000011325","Coralyo, Victoria A."
"0000011327","Maribojoc, Lydia G."
"0000011328","Coralejo, Victoria A."
"0000011330","Mendoza, Ellen A."
"0000011331","Cruz, Teresita C."
"0000011332","Reyes, Ma. Corazon R."
"0000011333","Bugayong, natividad"
"0000000332","Calingasan, Clorinda C."
"0000011335","Baterna, Nilda O."
"0000011336","Cruz, Teresita C."
"0000011337","San Juan, Aida R."
"0000011338","Liwanag, Lydia B."
"0000011339","Masilungan, Belen"
"0000011340","Cruz, Teresita C."
"0000011342","Bugayong, Natividad B."
"0000011343","Tionson, Ana V."
"0000011345","Stewart, Molly Mia"
"0000011347","Stewart, Molly Mia"
"0000011350","Coralejo, Victoria A."
"0000011351","Mendoza, Ellen A."
"0000011353","Espiritu, Violeta"
"0000011355","Escobar, Rosicar E."
"0000011358","Antonio, Elanor D."
"0000011359","Fabregas, Aleta C."
"0000011361","Oandasan, Rebecca S.J."
"0000011362","Caday, Jane G."
"0000011363","Dionisio, Purita G."
"0000011364","Espiritu, Violeta"
"0000011367","Villanueva, Marie Ysanne L."
"0000011368","Santos, Evangeline"
"0000011370","Kitane, Pamela S."
"0000011371","Villanueva, Marie Ysane L."
"0000011372","Villanueva, Marie Ysane L."
"0000011373","Santos, Evangeline"
"0000011374","Venida, Jamine R."
"0000011375","Venida, Jamine R."
"0000011376","Santos, Evangeline"
"0000011377","Rumbaoa, Mary Alice S."
"0000011378","Barrett, Norman"
"0000011379","Santos, Evangeline"
"0000011380","Susten, Jane"
"0000011381","Tigson, Benida J."
"0000011382","Tan, Nerle C."
"0000011383","Tamidles, Santiago O."
"0000011384","Tadeo, Milagros C."
"0000011386","Tadeo, Milagros C."
"0000011387","Watson, Rebecca T."
"0000011388","toast, Sarah"
"0000011389","Sirios, Aida P."
"0000011390","Seller, Mick"
"0000011391","Seller, Mick"
"0000011392","Seller, Mick"
"0000011394","Sobol, Donald J."
"0000011395","Santos, Artemio S."
"0000011396","Roxas, Victoria S."
"0000011397","Ronquillo, Amelia S."
"0000011398","Robson, Pam"
"0000011399","Robson, Pam"
"0000011400","Robson, Pam"
"0000011401","Reyes, Gloria P."
"0000011402","Reynaldo, Ma. Carmina"
"0000011403","Robson, Pam"
"0000011406","palma, Leonida C."
"0000011407","Toast, Sarah"
"0000011408","Navarro, Apolonio C., Jr."
"0000011409","Morris, Tony"
"0000011410","Mendoza, Ellen A."
"0000011415","Magallanes, Ma. Luisa A."
"0000011416","Magpantay, Nelia"
"0000011417","Mallilin, Lourdes T."
"0000011419","Lovasik, Lawrence G., SV.D."
"0000011421","Lozano, Lourdes F."
"0000011422","Lemi, Liza Macalintal"
"0000011423","Keating, H.R.F."
"0000011424","Toast, Sarah"
"0000011425","Toast, Sarah"
"0000011426","Juanillo, Eden S."
"0000011427","Jimenez, Gidget"
"0000011429","Vicencio, Evelina M."
"0000011431","Butial, Laurdes Buenaventura"
"0000011433","PLante, Anne"
"0000011434","Guillemette, Nil"
"0000011436","Cantalejo, Mairla N."
"0000011438","Danao, Carolina P."
"0000011439","Humberstone, Eliot"
"0000011440","Jones, Anne G."
"0000011441","Jone, Anne G."
"0000011442","Jone, Anne G."
"0000011447","Jones, Anne G."
"0000011448","Jones, Anne G."
"0000011449","Jone, Anne G."
"0000011450","Jones, Anne G."
"0000011451","Jones, Anne G."
"0000011452","Jones, Anne G."
"0000011453","Medrano, Zosima s."
"0000011454","Aragones, Helen, et al"
"0000011464","Valenzuela, Justina"
"0000011465","Tuico, Amelia S."
"0000011466","Vaibar, Ces"
"0000011467","Villamin, Arceli M."
"0000011468","Villafuerte, Patrocinio V."
"0000011469","Caday, Jane Galicia, et al."
"0000011470","Oledan, Ester J."
"0000011471","Oledan, Ester J."
"0000011472","Brazal, Romulo O."
"0000011473","Olaivar, Concepcion, R.V.M."
"0000011474","Soriano, Corazon"
"0000011475","Bugaay, Elvira"
"0000011477","Cruz, Cecilia D."
"0000011478","Galicia, Jane S."
"0000011480","Rivera, Yolanda P."
"0000011481","Frago, Ester V."
"0000011483","Frago, Ester V."
"0000011484","Mu得s, Medardo C."
"0000011485","Olaivar, Concepcion, RVM"
"0000011486","Cabato, Carmen"
"0000011487","Rallos, Ma. Zilpha P."
"0000011488","Lutaos, Myrna"
"0000011490","Rallos, Ma. Zilpha P."
"0000011491","Ba庸s, Genoveva F."
"0000011492","Rivera, Remedios M."
"0000011493","Pulvinar, Sonia"
"0000011494","Alaivar, Concepcion, R.V.M."
"0000011495","De Guzman, Aladdin L."
"0000011496","Villanueva, Ma. Loreto S."
"0000011497","Villanueva, Ma. Jamelia F."
"0000011498","Dimalanta, Ma. Victoria Panlilio"
"0000011500","Sales , Diana L."
"0000011504","Tiongson, Ana V."
"0000011505","Juanillo, Eden S."
"0000011506","Punsalan, Twila Gaerlan"
"0000011507","Domingo, Lorna"
"0000011508","Domingo, Lorna"
"0000011510","Zablan, Emma S."
"0000011513","Mcluer, Nick"
"0000011515","Khoo, Catherine"
"0000011524","Pennink, Betsy"
"0000011528","Juanillo, Eden S."
"0000011529","Battad, Eden P."
"0000011531","Flora, ALegria S."
"0000011532","Carmona, Demetrio M. SDB"
"0000011533","Dionisio, Purita G."
"0000011534","Herrera-Sy, Marie joy"
"0000011535","Ordo帶, Leonor L."
"0000011537","Arcinas, Raquel S."
"0000011538","Caceres, Jocelyn S."
"0000011539","Santiago, Jocelyn H."
"0000011540","Dellosa, Zenaida T."
"0000011541","Herrera-Sy, Marie Joy"
"0000000296","Brito, Patricia Fe"
"0000011543","Romero, Angelita D."
"0000011544","singson, Elvira Bugtaay"
"0000011545","tagle, Nroma C."
"0000011546","Tagle, Norma C."
"0000011548","Reyes, Ma. Teta d."
"0000011550","Rivera, Remedios M."
"0000011551","Rivera, Remedios M."
"0000011552","Rivera, Remedios M."
"0000011553","Rivera, Yolanda P."
"0000011554","Elloso, Loida"
"0000011556","Olaivar, Concepcion, RVM"
"0000011557","Dionisio, Purita G."
"0000011560","Guerrero, Juanita G."
"0000011561","Hilario, Loida L."
"0000011562","Pineda, Dorina G."
"0000011563","san Antonio, Olivia D.G."
"0000011564","Gatchalian, Corazon T."
"0000011566","Vicencio, Avelina M."
"0000011567","Vicencio, Evelina M."
"0000011568","Vicencio, Evelina M."
"0000011569","Vicencio, Evelina M."
"0000011574","Warbrick, Sarah"
"0000011575","Cacenes, Jocelyn"
"0000011576","Punsalan, Twila Gaerlan"
"0000011577","Theodorou, Rod"
"0000011579","Theodorou, Rod"
"0000011582","Whitney, Norman"
"0000011591","Bailey, Gerry"
"0000011592","Drane, John"
"0000011593","Lewis, C.S. (Clive staples)"
"0000011595","Theodorou, Rod"
"0000011597","Theodorou, Rod"
"0000011602","Theodorou, Rod"
"0000011606","Theodorou, Rod"
"0000011609","Cox, Alwyn"
"0000011610","Theodorou, Rod"
"0000011611","escott, John"
"0000011612","Dike, Christopher"
"0000011622","Singson, Elvira B."
"0000011624","Domingo, Lorna"
"0000011625","Balagtas, Marilyn U."
"0000011626","Borlagdan, Jean B."
"0000011627","Borlagdan, Jean B."
"0000011629","Calamlam, Josephine M."
"0000011630","Domingo, Lorna"
"0000011631","Padasas, Teresita P."
"0000011632","Coralejo, Victoria A."
"0000011635","Coralejo, Victoria A."
"0000011636","Coralejo, Victoria A."
"0000011639","Cerdenia, Cleofe M."
"0000011640","Cerdenia, Cleofe M."
"0000011641","Constantino, Leticia S."
"0000011642","Coralejo, Victoria A."
"0000011643","Coralejo, Victoria A."
"0000011644","Butial, Lourdes Buenaventura"
"0000011646","Butial, Lourdes B."
"0000011647","Calmlam, Josephine Mallari"
"0000011648","Calamlam, Josephine Mallari"
"0000011649","Calmlam, Josephine M."
"0000011651","Calamlam, Josephine M."
"0000011652","Calma, Ligaya B."
"0000011653","Calma, Ligaya B."
"0000011654","Calma, Ligaya B."
"0000011655","Campbell, Reverend Paul L."
"0000011656","Campbell , Reverend Paul E."
"0000011657","Cola, Silvano"
"0000011659","Cantalejo, Mirla N."
"0000011660","Cantelejo, Mirla N."
"0000011661","Cantillon, Ma. Asuncion L. Afable"
"0000011662","Carrabis, Joseph-David"
"0000011663","Jensen, Lone"
"0000011664","Imasa, Helen G. RN, MPH"
"0000011665","Imasa, Helen G. RN, MPH"
"0000011666","Abijan, Remedios Nalundasan"
"0000011667","Tudtud, Bienvenido S."
"0000011668","Aquino, Gaudencio V."
"0000011669","Sproxton, Vernon"
"0000011670","Michigan, Ann Arbor"
"0000011671","Mader, Sylvia S."
"0000011673","Mader, Sylvia S."
"0000011674","Mader, Sylvia S."
"0000011675","Schumacher, John N."
"0000011676","Marquez, Cresenciano C. Jr."
"0000011677","Anda, Memardo O."
"0000011678","Caruana, Vicki"
"0000011679","Vico, Lorelei L."
"0000011680","Lancion, Conrado M."
"0000011681","Magbalita, Corazon G."
"0000011683","Anastacio, Teresita M."
"0000011684","Litong, Domingo"
"0000011686","Soto, Reynaldo C."
"0000011687","Tayao, Ma. Lourdes G."
"0000011689","Vencer, Rene D."
"0000011690","Cavanaugh, Sr. Karen"
"0000011691","Rumble, Rev. Dr. M.S.C."
"0000011692","Imhof, Aeinz"
"0000011693","Hilario, Loida L."
"0000011715","Gonzalo, Bernardita O."
"0000011716","Gonzalo, Bernardita"
"0000011717","Gonzales, Andrew"
"0000011719","Guillmette, Nil"
"0000000580","Pasimio, Renato R."
"0000000581","Pasimio, Renato R."
"0000000583","Kotler, Philip"
"0000000583","Armstrong, Gary"
"0000000584","Kotler, Philip"
"0000000584","Armstrong, Gary"
"0000000586","Pasimio, Renato R."
"0000000200","Knox, William"
"0000000200","Knox, Edward"
"0000000589","Kotler, Philip"
"0000000589","Armstrong, Gary"
"0000000077","Edwards, John"
"0000000077","Michellin, Michaels"
"0000000590","Collins, Michael"
"0000000594","Smith, Raymond"
"0000000596","Kismo, John"
"0000000597","VELL, MICHAEL"
"0000000602","Liong, Mark"
"0000000602","Hena, Joana"
"0000000604","Go, Josiah"
"0000000605","Pasimio, Renato R."
"0000000606","Pasimio, Renato R."
"0000000611","Go, Josiah"
"0000000612","Go, Josiah"
"0000000613","Go, Josiah"
"0000000615","Go, Josiah"
"0000000616","Go, Josiah"
"0000000617","Kotler, Philip"
"0000000617","Armstrong, Gary"
"0000000617","Edwards, John"
"0000000617","Michellin, Michaels"
"0000000618","Mcleod, Fiona"
"0000000618","Thomson, Richard"
"0000022263","Test"
"0000000067","Pasimio, Renato R."
"0000000077","Kotler, Philip"
"0000000077","Kotler, Philip"
"0000000624","Go, Josiah"
"0000001625","Kotler, Philip"
"0000011626","Go, Josiah"
"0000000627","Go, Josiah"
"0000000628","Go, Josiah"
"0000000629","Kotler, Philip"
"0000000081","Mikojah, Allan A."
"0000000071","Go, Josiah"
"0000000636","Banks, Alan"
"0000000077","Kotler, Philip"
"0000000084","Mcleod, Fiona"
"0000000640","Banks, Alan"
"0000000641","Banks, Alan"
"0000000642","Banks, Alan"
"0000000644","Go, Josiah"
"0000000644","Test"
"0000000644","Go, Josiah"
"0000000645","Banks, Alan"
"0000000645","Giliberti, John"
"0000000646","Go, Josiah"
"0000000646","Test"
"0000000646","Go, Josiah"
"0000022646","Go, Josiah"
"0000000647","Magris, Marzia"
"0000000647","Mccreery,  Cathy"
"0000011647","Mccreery,  Cathy"
"0000000648","Magris, Marzia"
"0000000648","Mccreery,  Cathy"
"0000022648","Mccreery,  Cathy"
"0000000649","Banks, Alan"
"0000000649","Giliberti, John"
"0000022649","Banks, Alan"
"0000000650","Banks, Alan"
"0000000650","Giliberti, John"
"0000011650","Banks, Alan"
"0000011650","Giliberti, John"
"0000000651","TEST"
"0000000651","RB"
"0000000653","TEST"
"0000000654","Go, Josiah"
"0000000654","Test"
"0000000654","Go, Josiah"
"0000000082","Go, Josiah"
"0000000082","Go, Josiah"
"0000000082","Go, Josiah"
"0000000104","Sugarman, Jeremy"
"0000000104","Sugarman, Jeremy"
"0000000105","Go, Josiah"
"0000000105","Test"
"0000000106","Abel, Peter"
"0000000107","Go, Josiah"
"0000000107","Test"
"0000000108","Streibel, Barbara J."
"0000000002","TEST 02"
"0000000002","TEST 01"
"0000000112","Schumacher, John N."
"0000000113","Schumacher, John N."
"0000000114","Dionisio, Purita G."
"0000050020","Test.001"
"0000050020","Test.002"
"0000008377","TEST.003"
"0000008376","Author.003"
"0000008376","Author.004"
"0000008376","Author.005"
"0000000140","Aquino, Gaudencio"
"0000000141","Aquino, Gaudencio"
"0000008208","ENTER HERE.002"
"0000008208","AUTHOR.004"
"0000008208","ENTER HERE.001"
"0000333141","Aquino, Gaudencio"
"0000333141","ENTER HERE.002"
"0000333141","AUTHOR.004"
"0000333141","ENTER HERE.001"
"0000300145","Blyton, Enid"
"0000300145","Hangreaves, Georgina, Illus."
"0000300146","Blyton, Enid"
"0000300146","Biro, Val"
"0000300148","Auvil, Daniel L."
"0000300148","Poluga, Charles"
"0000300153","Blyton, Enid"
"0000300153","Hamilton, Dorothy"
"0000300154","Test.001"
"0000300154","Test.002"
"0000300155","Blyton, Enid"
"0000300155","Hangreaves, Georgina, Illus."
"0000300156","Alvarez, Santiago V."
"0000300156","Malay, Paula Carolina S."
"0000300156","Paredes, Ruby R."
"0000008112","Tester"
"0000300157","Terban,Marvin"
"0000300157","Tester"
"0000300158","Paterno, Mania Elena"
"0000300158","Punongbayan, Raymundo S."
"0000300159","Paterno, Mania Elena"
"0000300159","Punongbayan, Raymundo S."
"0000300160","Terban,Marvin"
"0000300160","Tester"
"0000750019","TEST"
"0000050020","Test.003"
"0000300161","Test.002"
"0000300161","Test.003"
"0000300161","Test.001"
"0000300162","Test.001"
"0000300162","Test.002"
"0000300162","Test.003"
